ts,site_id,line_id,event_type,trace_id,job_id,paper_grade,flute,speed_mpm,steam_c,glue_gap_um,moisture_pct,wrap_arm_pos,vibration_mm_s,edge_status,cloud_fallback,optimizer,objective_waste,objective_throughput,objective_stability,candidate_speed_mpm,candidate_steam_c,candidate_glue_gap_um,predicted_setup_waste_kg,predicted_dry_end_waste_pct,edge_version,ingest_ms,prefilter_ms,drift_ms,inference_ms,decision_ms,edge_cpu_pct,edge_mem_pct,ws_clients,tsdb_lag_ms,alerts_queue_depth,action_id,effect_eval_window_s,pre_dry_end_waste_pct,post_dry_end_waste_pct,action_effect_waste_saved_kg,effect_confidence,action_title,action_steps_json,action_confidence,action_valid_for_s,action_source,forecast_horizon_s,forecast_setup_waste_kg_mean,forecast_setup_waste_kg_p90,forecast_setup_waste_kg_p10,forecast_dry_end_waste_pct_mean,next_job_id,changeover_eta_min,next_paper_grade,next_flute,suggested_speed_mpm,suggested_steam_c,suggested_glue_gap_um,expected_setup_waste_kg_low,expected_setup_waste_kg_high,operator_response,operator_latency_ms,operator_notes,channel,drift_method,drift_score,drift_status,drift_threshold,Start shift time,End shift time
2025-07-15 22:48:00,PLANT-02,LINE-C,run,tr-436441-600492,job-720705-433898,White Top 170gsm,B,201.0,181.0,834,6.65,70,2.53,ok,1,Edge Optimizer v3.1,1,0,1,197.35,182.59,907.96,88.6,2.46,edge-1.9.4,172,53,94,90,47,60.3,48.8,7,412,1,act-541145-881476,1800,3.0,2.36,7.3,0.56,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.71,900,edge,900,84.9,98.1,86.6,2.63,job-601913-833165,33,Medium 112gsm,E,194.84,182.23,902.91,86.6,98.1,acknowledged,160,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.22,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-15 23:00:00,PLANT-03,LINE-A,alert,tr-952391-160255,job-158267-585434,Testliner 150gsm,C,197.0,178.0,865,6.83,47,1.72,ok,1,Edge Optimizer v3.1,0,0,1,199.48,175.7,920.58,78.4,3.04,edge-1.9.4,129,96,89,93,73,56.3,63.0,3,370,3,act-413052-726204,1800,3.9,3.79,7.7,0.66,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.83,900,edge,900,84.4,93.4,98.9,2.78,job-913433-141636,45,White Top 170gsm,C,195.73,174.74,918.5,98.9,93.4,acknowledged,595,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.15,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-15 23:12:00,PLANT-03,LINE-C,run,tr-465659-109807,job-571732-500839,Medium 112gsm,B,231.0,190.0,869,6.53,45,2.55,ok,1,Edge Optimizer v3.1,1,1,0,217.22,184.81,834.72,46.3,2.26,edge-1.9.4,179,87,88,72,113,50.3,62.2,5,271,4,act-953642-102719,1800,2.51,2.2,10.1,0.78,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.64,900,edge,900,63.8,66.7,38.9,2.18,job-712519-568299,32,White Top 200gsm,C,223.66,188.35,805.91,38.9,66.7,acknowledged,353,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.3,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-15 23:24:00,PLANT-01,LINE-B,alert,tr-758212-223698,job-269102-399324,Kraft 180gsm,BC,174.0,188.0,1143,6.34,63,0.4,ok,1,Edge Optimizer v3.1,1,1,1,161.84,192.96,1281.37,116.2,3.94,edge-1.9.4,159,102,78,69,110,56.9,43.5,7,220,7,act-428185-580537,1800,4.35,4.02,9.8,0.62,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.92,900,edge,900,106.4,121.0,105.3,3.91,job-642107-574989,36,Kraft 180gsm,BC,159.18,192.85,1275.62,105.3,121.0,acknowledged,258,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.5,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-15 23:36:00,PLANT-01,LINE-A,alert,tr-459928-453367,job-798722-809836,Kraft 180gsm,C,188.0,195.0,952,6.27,61,1.02,ok,0,Edge Optimizer v3.1,1,0,1,177.86,196.41,1009.06,119.6,3.11,edge-1.9.4,167,91,58,67,72,59.0,68.9,5,351,3,act-652397-175137,1800,3.92,3.36,6.6,0.64,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.7,900,edge,900,101.9,123.8,110.4,3.21,job-822051-563869,23,Medium 112gsm,B,172.18,197.18,1019.84,110.4,123.8,acknowledged,393,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.29,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-15 23:48:00,PLANT-01,LINE-C,adjust,tr-145881-739807,job-210695-805535,White Top 170gsm,C,184.0,182.0,929,6.03,50,1.95,ok,1,Edge Optimizer v3.1,0,1,0,177.74,185.95,1112.54,94.1,3.08,edge-1.9.4,197,93,78,75,88,54.8,56.7,7,180,5,act-256217-386324,1800,3.29,3.01,9.1,0.48,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.7,900,edge,900,75.7,109.4,85.2,3.35,job-420314-630885,37,Testliner 150gsm,C,177.41,183.78,1122.28,85.2,109.4,acknowledged,386,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.6,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 00:00:00,PLANT-02,LINE-B,alert,tr-915977-158079,job-361850-769361,Testliner 150gsm,B,205.0,185.0,784,6.76,67,0.4,ok,1,Edge Optimizer v3.1,0,1,0,186.42,177.39,786.84,77.4,2.97,edge-1.9.4,194,84,106,46,100,30.0,51.6,6,312,2,act-359154-902218,1800,2.8,2.8,12.8,0.66,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.79,900,edge,900,84.7,81.8,73.9,2.87,job-710606-182576,47,Testliner 200gsm,C,182.24,178.78,779.61,73.9,81.8,acknowledged,470,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.31,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 00:12:00,PLANT-01,LINE-C,adjust,tr-985738-753837,job-460637-724170,Testliner 150gsm,C,207.0,185.0,960,6.58,61,1.07,ok,0,Edge Optimizer v3.1,1,1,1,184.42,189.4,1042.77,87.5,3.41,edge-1.9.4,200,64,74,84,40,67.0,39.1,6,403,4,act-222506-629951,1800,3.67,3.65,5.7,0.89,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.8,900,edge,900,90.0,85.6,67.8,3.44,job-349225-821921,32,Medium 140gsm,B,184.3,190.38,1026.27,67.8,85.6,acknowledged,506,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.47,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 00:24:00,PLANT-02,LINE-A,setup,tr-610477-305771,job-930252-695617,Testliner 200gsm,C,220.0,191.0,915,6.66,75,1.45,ok,1,Edge Optimizer v3.1,0,0,1,248.86,178.86,763.89,121.9,2.93,edge-1.9.4,199,87,78,68,93,61.9,54.1,3,209,7,act-441300-831934,1800,3.3,2.88,10.0,0.87,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.66,900,edge,900,119.0,113.4,98.5,2.69,job-324948-601104,52,Kraft 180gsm,BC,253.98,179.71,765.32,98.5,113.4,acknowledged,134,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.02,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 00:36:00,PLANT-02,LINE-C,run,tr-743150-457332,job-834625-530937,Kraft 180gsm,C,200.0,192.0,985,6.55,63,0.4,ok,0,Edge Optimizer v3.1,1,0,0,207.67,190.63,990.24,111.1,3.54,edge-1.9.4,199,59,92,120,75,62.0,51.1,6,235,4,act-319692-407623,1800,3.27,3.05,6.6,0.59,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.78,900,edge,900,103.3,113.4,102.6,3.48,job-102040-979900,30,Medium 112gsm,E,202.71,193.66,952.16,102.6,113.4,acknowledged,381,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.34,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 00:48:00,PLANT-01,LINE-C,adjust,tr-137256-737850,job-502388-246670,Testliner 200gsm,BC,190.0,190.0,1150,6.2,51,0.66,ok,0,Edge Optimizer v3.1,1,1,1,215.57,183.38,1042.24,114.3,3.73,edge-1.9.4,190,48,89,87,84,30.0,41.3,4,330,1,act-253176-624924,1800,4.0,3.85,7.8,0.94,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.7,900,edge,900,111.6,121.3,104.6,3.67,job-216671-795074,37,Kraft 180gsm,BC,222.81,184.15,1005.61,104.6,121.3,acknowledged,367,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.32,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 01:00:00,PLANT-01,LINE-B,alert,tr-567348-105914,job-605504-498308,Kraft 180gsm,C,189.0,191.0,985,6.27,52,0.45,ok,1,Edge Optimizer v3.1,1,1,0,193.86,194.83,1109.62,96.8,3.39,edge-1.9.4,190,79,32,43,46,68.4,41.0,6,267,3,act-278332-892994,1800,3.76,3.4,3.6,0.71,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.85,900,edge,900,108.8,133.0,92.2,3.63,job-507269-600032,37,Kraft 120gsm,B,193.87,196.81,1055.47,92.2,133.0,acknowledged,525,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.49,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 01:12:00,PLANT-02,LINE-C,alert,tr-969440-120740,job-213973-827182,White Top 170gsm,B,214.0,190.0,779,6.44,51,1.01,ok,1,Edge Optimizer v3.1,0,0,1,221.41,200.0,923.23,83.5,2.65,edge-1.9.4,163,97,55,126,94,47.8,53.0,5,361,4,act-787693-451519,1800,2.83,2.31,8.9,0.84,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.66,900,edge,900,85.4,93.9,72.2,2.59,job-192497-969262,33,Kraft 120gsm,E,217.28,200.0,959.83,72.2,93.9,acknowledged,902,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.55,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 01:24:00,PLANT-03,LINE-C,alert,tr-541024-649080,job-894037-653141,Medium 140gsm,B,214.0,187.0,788,6.38,63,1.13,ok,1,Edge Optimizer v3.1,1,1,1,208.16,180.31,854.3,111.7,2.51,edge-1.9.4,235,52,83,78,85,34.9,82.8,7,207,3,act-155955-444070,1800,3.02,2.34,7.7,0.66,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.85,900,edge,900,115.1,113.0,102.6,2.67,job-812228-584867,37,Medium 112gsm,B,207.3,184.09,812.78,102.6,113.0,acknowledged,450,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.28,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 01:36:00,PLANT-01,LINE-A,run,tr-218957-827610,job-521432-907691,Medium 140gsm,B,241.0,176.0,788,5.89,87,0.99,ok,0,Edge Optimizer v3.1,1,0,1,214.4,173.58,791.01,98.7,2.56,edge-1.9.4,117,75,67,112,98,56.9,57.3,5,492,3,act-439849-959970,1800,2.86,2.6,7.2,0.63,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.61,900,edge,900,108.1,126.3,98.2,2.62,job-774515-896370,31,White Top 170gsm,C,220.14,172.54,785.67,98.2,126.3,acknowledged,547,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.46,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 01:48:00,PLANT-03,LINE-A,alert,tr-181852-839969,job-828819-583040,White Top 200gsm,BC,150.0,185.0,1202,6.63,58,2.33,ok,0,Edge Optimizer v3.1,0,0,0,151.29,184.12,967.89,111.0,4.09,edge-1.9.4,207,74,88,75,64,64.1,39.0,1,392,6,act-147884-802830,1800,3.61,3.22,11.6,0.53,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.7,900,edge,900,93.4,127.6,106.6,4.1,job-862121-158243,30,Testliner 200gsm,C,154.02,183.64,961.84,106.6,127.6,acknowledged,549,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.4,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 02:00:00,PLANT-03,LINE-C,run,tr-931909-131011,job-350229-885524,Medium 140gsm,B,227.0,187.0,907,6.92,55,1.15,ok,1,Edge Optimizer v3.1,1,0,1,220.36,188.01,915.52,113.7,2.33,edge-1.9.4,191,80,103,99,88,61.0,66.6,1,280,6,act-896169-715262,1800,2.42,1.95,6.5,0.56,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.88,900,edge,900,105.1,120.4,93.4,2.34,job-758006-227572,30,Kraft 120gsm,E,216.44,188.93,899.37,93.4,120.4,acknowledged,578,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.44,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 02:12:00,PLANT-03,LINE-C,setup,tr-462242-472713,job-611279-929975,Testliner 200gsm,BC,153.0,196.0,1112,6.63,61,0.4,ok,1,Edge Optimizer v3.1,1,1,0,140.0,200.0,1119.08,101.8,4.02,edge-1.9.4,93,112,95,74,95,83.6,60.3,2,151,0,act-937781-431598,1800,3.54,3.12,1.9,0.63,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.74,900,edge,900,116.2,125.7,95.7,4.09,job-117565-106934,26,Medium 112gsm,E,140.0,200.0,1125.83,95.7,125.7,acknowledged,531,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.46,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 02:24:00,PLANT-01,LINE-A,run,tr-209312-545651,job-634533-648375,Medium 140gsm,B,246.0,177.0,768,5.88,68,1.95,ok,0,Edge Optimizer v3.1,0,1,0,241.23,182.41,671.34,124.9,2.43,edge-1.9.4,231,57,92,65,90,74.1,52.2,3,348,5,act-497594-293538,1800,2.84,2.84,11.7,0.53,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.82,900,edge,900,104.3,120.6,99.8,2.55,job-281026-450462,31,Medium 112gsm,B,243.0,180.88,704.54,99.8,120.6,acknowledged,323,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.16,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 02:36:00,PLANT-03,LINE-A,run,tr-138059-437043,job-233185-467865,Medium 140gsm,B,208.0,175.0,728,6.77,50,1.56,ok,0,Edge Optimizer v3.1,0,1,0,197.63,172.69,734.12,114.4,2.76,edge-1.9.4,197,85,91,106,95,78.3,74.2,1,280,1,act-600271-286175,1800,2.74,2.39,4.9,0.52,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.79,900,edge,900,109.7,119.3,102.0,2.61,job-452387-347132,55,Testliner 200gsm,C,195.29,174.01,702.64,102.0,119.3,acknowledged,619,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.33,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 02:48:00,PLANT-01,LINE-A,setup,tr-483471-815700,job-331854-757085,Testliner 150gsm,C,186.0,184.0,951,6.81,61,2.28,ok,1,Edge Optimizer v3.1,0,0,1,185.51,196.36,975.48,88.5,3.15,edge-1.9.4,200,103,94,64,92,71.1,66.4,7,316,7,act-747184-414576,1800,3.75,3.49,11.0,0.6,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.92,900,edge,900,97.5,93.7,63.4,3.08,job-860229-320546,32,Testliner 150gsm,C,191.15,198.95,963.27,63.4,93.7,acknowledged,572,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.08,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 03:00:00,PLANT-03,LINE-A,adjust,tr-534133-779424,job-889635-154491,Medium 112gsm,E,265.0,181.0,761,6.65,37,0.81,ok,0,Edge Optimizer v3.1,1,1,0,232.62,170.42,721.89,60.7,1.77,edge-1.9.4,202,93,100,56,100,83.7,39.6,1,88,5,act-968247-874869,1800,2.74,2.63,13.2,0.8,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.66,900,edge,900,50.3,82.0,52.8,1.61,job-257546-239320,35,White Top 170gsm,B,231.34,170.0,720.96,52.8,82.0,acknowledged,535,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.17,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 03:12:00,PLANT-02,LINE-A,adjust,tr-623119-263617,job-152446-243542,Kraft 120gsm,B,242.0,189.0,788,6.12,62,0.75,ok,0,Edge Optimizer v3.1,0,0,0,239.56,189.82,825.0,69.0,2.46,edge-1.9.4,252,93,88,105,66,54.4,54.8,1,324,4,act-754429-658295,1800,2.85,2.6,12.2,0.64,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.66,900,edge,900,50.7,58.0,44.4,2.46,job-791308-297494,41,Medium 140gsm,C,237.29,186.24,830.24,44.4,58.0,acknowledged,430,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.64,drifting,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 03:24:00,PLANT-02,LINE-A,setup,tr-508607-106548,job-420838-180914,White Top 170gsm,B,207.0,178.0,728,6.13,56,2.27,ok,0,Edge Optimizer v3.1,1,0,1,196.74,177.91,774.84,87.9,2.75,edge-1.9.4,187,38,89,57,58,62.5,48.6,4,352,5,act-413129-488497,1800,2.61,2.61,7.8,0.66,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.69,900,edge,900,78.8,87.5,71.2,2.76,job-143961-634329,22,Kraft 120gsm,B,192.32,176.88,763.67,71.2,87.5,acknowledged,531,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.65,drifting,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 03:36:00,PLANT-02,LINE-B,setup,tr-926929-219699,job-754063-104746,Testliner 150gsm,C,191.0,188.0,912,6.29,55,0.4,ok,0,Edge Optimizer v3.1,1,1,0,191.21,188.17,922.72,72.5,3.25,edge-1.9.4,224,67,64,71,94,59.2,60.6,1,359,0,act-153357-189732,1800,3.33,3.27,9.7,0.62,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.69,900,edge,900,87.1,84.9,83.4,3.13,job-614276-118182,40,Testliner 150gsm,C,190.21,186.58,907.8,83.4,84.9,acknowledged,100,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.33,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 03:48:00,PLANT-01,LINE-C,alert,tr-937673-608516,job-426217-210236,Kraft 180gsm,C,177.0,196.0,971,6.37,56,0.97,ok,0,Edge Optimizer v3.1,0,0,0,197.72,189.91,1099.09,107.4,3.13,edge-1.9.4,254,87,117,92,47,65.7,46.2,2,240,0,act-283851-643356,1800,3.75,3.21,7.8,0.55,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.76,900,edge,900,111.5,130.3,113.4,3.14,job-179131-429375,28,White Top 200gsm,C,197.36,191.39,1114.11,113.4,130.3,acknowledged,552,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.13,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 04:00:00,PLANT-03,LINE-C,run,tr-397724-565683,job-713147-558246,Testliner 150gsm,C,186.0,179.0,950,6.19,54,1.0,ok,0,Edge Optimizer v3.1,0,1,1,173.47,181.59,1087.78,87.0,3.43,edge-1.9.4,186,57,80,109,85,58.3,60.5,6,236,2,act-568778-997386,1800,3.38,3.33,9.8,0.53,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.6,900,edge,900,90.8,94.2,69.1,3.41,job-494121-212023,27,Medium 112gsm,B,172.76,180.99,1086.19,69.1,94.2,acknowledged,524,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.2,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 04:12:00,PLANT-02,LINE-B,setup,tr-486867-661168,job-302506-503580,White Top 200gsm,C,216.0,192.0,983,6.44,61,2.3,ok,0,Edge Optimizer v3.1,0,1,0,238.72,185.34,1089.18,100.6,3.39,edge-1.9.4,208,78,66,106,66,47.0,60.8,7,440,2,act-638430-328364,1800,3.88,3.43,7.4,0.54,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.57,900,edge,900,105.5,128.6,97.4,3.41,job-464252-546306,24,White Top 170gsm,B,241.9,182.91,1108.73,97.4,128.6,acknowledged,645,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.32,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 04:24:00,PLANT-01,LINE-C,setup,tr-564006-468686,job-917236-335928,Kraft 120gsm,B,215.0,185.0,837,6.49,66,0.4,ok,0,Edge Optimizer v3.1,1,0,1,213.09,181.62,772.9,56.7,2.82,edge-1.9.4,156,71,63,110,59,62.0,59.0,5,72,0,act-257068-909047,1800,2.77,2.45,7.1,0.72,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.73,900,edge,900,63.1,76.0,44.5,2.87,job-900735-913372,34,White Top 170gsm,C,214.8,178.81,779.47,44.5,76.0,acknowledged,456,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.35,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 04:36:00,PLANT-01,LINE-C,adjust,tr-713574-295006,job-185994-399427,Testliner 150gsm,B,203.0,185.0,761,6.73,42,1.63,ok,1,Edge Optimizer v3.1,1,1,1,201.03,170.51,779.59,97.0,2.51,edge-1.9.4,222,115,117,62,116,53.1,53.4,4,477,2,act-546677-790215,1800,3.08,2.85,1.0,0.69,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.73,900,edge,900,83.8,91.3,70.6,2.57,job-520960-723608,34,Testliner 200gsm,BC,213.08,170.68,793.76,70.6,91.3,acknowledged,333,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.75,drifting,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 04:48:00,PLANT-02,LINE-A,setup,tr-769975-803891,job-742546-599926,White Top 200gsm,C,189.0,193.0,999,6.46,76,2.6,ok,0,Edge Optimizer v3.1,1,1,0,188.64,178.41,929.28,121.4,3.57,edge-1.9.4,153,91,97,85,55,50.3,55.2,2,354,2,act-306123-119362,1800,3.25,2.97,9.3,0.82,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.67,900,edge,900,109.8,130.0,107.1,3.51,job-925844-797904,39,Testliner 150gsm,C,189.81,177.29,919.95,107.1,130.0,acknowledged,677,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.33,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 05:00:00,PLANT-02,LINE-A,run,tr-815336-130384,job-731249-338537,White Top 200gsm,C,198.0,187.0,902,6.1,58,2.2,ok,0,Edge Optimizer v3.1,0,1,0,194.86,194.68,965.49,106.0,3.07,edge-1.9.4,273,76,98,82,59,66.1,48.4,5,233,7,act-658874-766186,1800,3.83,3.45,10.0,0.68,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.82,900,edge,900,108.1,112.3,93.8,3.33,job-319285-598537,34,White Top 200gsm,BC,190.71,194.16,994.8,93.8,112.3,acknowledged,654,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.0,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
2025-07-16 05:12:00,PLANT-01,LINE-A,alert,tr-970785-433675,job-814210-681039,Testliner 200gsm,BC,179.0,191.0,1072,6.5,76,1.71,ok,1,Edge Optimizer v3.1,0,0,1,162.78,197.41,1056.06,106.2,3.93,edge-1.9.4,226,106,71,59,106,57.8,74.9,2,270,3,act-224532-891337,1800,3.98,3.65,9.9,0.7,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.59,900,edge,900,114.2,106.2,113.7,3.97,job-726482-535952,29,Testliner 200gsm,BC,166.18,196.75,1038.27,113.7,106.2,acknowledged,662,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.45,normal,0.6,2025-07-15 22:00:00,2025-07-16 06:00:00
